SUBJECT	 TRIAL	 SOUND	 RT
3	 1	 tt1t25n_2500.wav	 2.542954
3	 2	 tt1tp5n_3500.wav	 1.848482
3	 3	 tt1t1n_3250.wav	 2.017573
3	 4	 tt1t6f_5750.wav	 3.128117
3	 5	 tt1t6n_750.wav	 1.846745
3	 6	 tt1t2n_2750.wav	 1.981047
3	 7	 tt1t3n_2250.wav	 2.387581
3	 8	 tt1t15n_3000.wav	 1.700832
3	 9	 tt1t25f_7500.wav	 4.280429
3	 10	 tt1t1f_8250.wav	 3.692949
3	 11	 tt1t3f_7250.wav	 4.795959
3	 12	 tt1t2f_7750.wav	 3.912598
3	 13	 tt1t15f_8000.wav	 5.509438
3	 14	 tt1tp5f_8500.wav	 3.178485
3	 15	 tt1tp5f_8500.wav	 3.691871
3	 16	 tt1t1f_8250.wav	 5.045783
3	 17	 tt1t3f_7250.wav	 5.624379
3	 18	 tt1tp5n_3500.wav	 1.551888
3	 19	 tt1t15f_8000.wav	 3.576728
3	 20	 tt1t6f_5750.wav	 3.895694
3	 21	 tt1t1n_3250.wav	 1.633372
3	 22	 tt1t25n_2500.wav	 2.111522
3	 23	 tt1t6n_750.wav	 1.419594
3	 24	 tt1t15n_3000.wav	 1.693383
3	 25	 tt1t25f_7500.wav	 3.711777
3	 26	 tt1t2f_7750.wav	 3.326745
3	 27	 tt1t3n_2250.wav	 2.650828
3	 28	 tt1t2n_2750.wav	 1.780112
3	 29	 tt1t2f_7750.wav	 2.990470
3	 30	 tt1t25f_7500.wav	 3.469434
3	 31	 tt1tp5f_8500.wav	 2.400045
3	 32	 tt1t15n_3000.wav	 1.248155
3	 33	 tt1t25n_2500.wav	 1.303441
3	 34	 tt1t3n_2250.wav	 1.611131
3	 35	 tt1t6n_750.wav	 1.238940
3	 36	 tt1t2n_2750.wav	 1.117458
3	 37	 tt1t15f_8000.wav	 1.253816
3	 38	 tt1tp5n_3500.wav	 1.268689
3	 39	 tt1t1f_8250.wav	 2.016072
3	 40	 tt1t3f_7250.wav	 1.180000
3	 41	 tt1t6f_5750.wav	 1.272467
3	 42	 tt1t1n_3250.wav	 1.287530
3	 43	 tt1t15f_8000.wav	 1.573698
3	 44	 tt1t2f_7750.wav	 1.711442
3	 45	 tt1t3n_2250.wav	 1.246499
3	 46	 tt1t25f_7500.wav	 1.483933
3	 47	 tt1t15n_3000.wav	 1.363942
3	 48	 tt1t25n_2500.wav	 1.292002
3	 49	 tt1t2n_2750.wav	 1.416793
3	 50	 tt1t1n_3250.wav	 1.627463
3	 51	 tt1tp5n_3500.wav	 1.334212
3	 52	 tt1tp5f_8500.wav	 1.668436
3	 53	 tt1t3f_7250.wav	 1.225220
3	 54	 tt1t6f_5750.wav	 1.270054
3	 55	 tt1t1f_8250.wav	 5.291372
3	 56	 tt1t6n_750.wav	 2.629237
3	 57	 tt1tp5n_3500.wav	 1.545765
3	 58	 tt1t25n_2500.wav	 3.659206
3	 59	 tt1t6f_5750.wav	 4.015463
3	 60	 tt1t2f_7750.wav	 2.841387
3	 61	 tt1t3f_7250.wav	 5.197386
3	 62	 tt1t1f_8250.wav	 2.837006
3	 63	 tt1t6n_750.wav	 2.913270
3	 64	 tt1t25f_7500.wav	 4.906270
3	 65	 tt1t15n_3000.wav	 4.740403
3	 66	 tt1t3n_2250.wav	 2.990255
3	 67	 tt1t15f_8000.wav	 3.874461
3	 68	 tt1t2n_2750.wav	 2.990686
3	 69	 tt1t1n_3250.wav	 1.725587
3	 70	 tt1tp5f_8500.wav	 2.971625
3	 71	 tt1tp5f_8500.wav	 3.226469
3	 72	 tt1tp5n_3500.wav	 1.521291
3	 73	 tt1t1f_8250.wav	 3.175271
3	 74	 tt1t25f_7500.wav	 5.800672
3	 75	 tt1t1n_3250.wav	 2.720400
3	 76	 tt1t2f_7750.wav	 5.295288
3	 77	 tt1t15f_8000.wav	 4.038608
3	 78	 tt1t2n_2750.wav	 3.392281
3	 79	 tt1t6f_5750.wav	 5.247118
3	 80	 tt1t15n_3000.wav	 3.320983
3	 81	 tt1t3f_7250.wav	 3.663897
3	 82	 tt1t6n_750.wav	 1.916078
3	 83	 tt1t25n_2500.wav	 2.053203
3	 84	 tt1t3n_2250.wav	 3.574227
3	 85	 tt1t25n_2500.wav	 2.743777
3	 86	 tt1t15f_8000.wav	 3.673083
3	 87	 tt1tp5f_8500.wav	 3.125065
3	 88	 tt1t3f_7250.wav	 4.369357
3	 89	 tt1t2n_2750.wav	 2.914889
3	 90	 tt1t3n_2250.wav	 3.166986
3	 91	 tt1tp5n_3500.wav	 1.594880
3	 92	 tt1t6n_750.wav	 1.766548
3	 93	 tt1t6f_5750.wav	 5.290084
3	 94	 tt1t25f_7500.wav	 3.502947
3	 95	 tt1t15n_3000.wav	 2.888394
3	 96	 tt1t2f_7750.wav	 3.201860
3	 97	 tt1t1f_8250.wav	 3.813915
3	 98	 tt1t1n_3250.wav	 1.850185
3	 99	 tt1t1f_8250.wav	 2.467254
3	 100	 tt1t1n_3250.wav	 1.729760
3	 101	 tt1t6f_5750.wav	 4.189191
3	 102	 tt1t2f_7750.wav	 4.409685
3	 103	 tt1t3n_2250.wav	 3.352654
3	 104	 tt1t6n_750.wav	 2.434213
3	 105	 tt1tp5n_3500.wav	 2.011286
3	 106	 tt1t15f_8000.wav	 4.790686
3	 107	 tt1t3f_7250.wav	 5.219430
3	 108	 tt1t25f_7500.wav	 4.168255
3	 109	 tt1t25n_2500.wav	 3.066040
3	 110	 tt1tp5f_8500.wav	 1.573884
3	 111	 tt1t2n_2750.wav	 1.793316
3	 112	 tt1t15n_3000.wav	 1.949108
