SUBJECT	 TRIAL	 SOUND	 RT
14	 1	 tt1t25n_2500.wav	 2.348795
14	 2	 tt1tp5n_3500.wav	 0.715468
14	 3	 tt1t1n_3250.wav	 1.478845
14	 4	 tt1t6f_5750.wav	 2.453031
14	 5	 tt1t6n_750.wav	 1.873035
14	 6	 tt1t2n_2750.wav	 1.511422
14	 7	 tt1t3n_2250.wav	 2.000246
14	 8	 tt1t15n_3000.wav	 1.835744
14	 9	 tt1t25f_7500.wav	 2.458122
14	 10	 tt1t1f_8250.wav	 2.205917
14	 11	 tt1t3f_7250.wav	 2.969553
14	 12	 tt1t2f_7750.wav	 2.376193
14	 13	 tt1t15f_8000.wav	 2.041293
14	 14	 tt1tp5f_8500.wav	 1.191591
14	 15	 tt1tp5f_8500.wav	 1.176422
14	 16	 tt1t1f_8250.wav	 1.414263
14	 17	 tt1t3f_7250.wav	 3.885416
14	 18	 tt1tp5n_3500.wav	 0.879390
14	 19	 tt1t15f_8000.wav	 1.592161
14	 20	 tt1t6f_5750.wav	 2.902312
14	 21	 tt1t1n_3250.wav	 1.103656
14	 22	 tt1t25n_2500.wav	 1.554476
14	 23	 tt1t6n_750.wav	 1.107749
14	 24	 tt1t15n_3000.wav	 1.175143
14	 25	 tt1t25f_7500.wav	 43.868964
14	 26	 tt1t2f_7750.wav	 1.859898
14	 27	 tt1t3n_2250.wav	 1.316974
14	 28	 tt1t2n_2750.wav	 1.568302
14	 29	 tt1t2f_7750.wav	 1.689104
14	 30	 tt1t25f_7500.wav	 2.273926
14	 31	 tt1tp5f_8500.wav	 1.288291
14	 32	 tt1t15n_3000.wav	 1.073075
14	 33	 tt1t25n_2500.wav	 1.740954
14	 34	 tt1t3n_2250.wav	 1.616449
14	 35	 tt1t6n_750.wav	 1.287160
14	 36	 tt1t2n_2750.wav	 1.600590
14	 37	 tt1t15f_8000.wav	 1.905357
14	 38	 tt1tp5n_3500.wav	 1.074270
14	 39	 tt1t1f_8250.wav	 1.848066
14	 40	 tt1t3f_7250.wav	 2.255114
14	 41	 tt1t6f_5750.wav	 2.127976
14	 42	 tt1t1n_3250.wav	 1.062368
14	 43	 tt1t15f_8000.wav	 1.791443
14	 44	 tt1t2f_7750.wav	 1.598230
14	 45	 tt1t3n_2250.wav	 2.044485
14	 46	 tt1t25f_7500.wav	 2.208063
14	 47	 tt1t15n_3000.wav	 1.059836
14	 48	 tt1t25n_2500.wav	 1.209997
14	 49	 tt1t2n_2750.wav	 1.146549
14	 50	 tt1t1n_3250.wav	 1.083853
14	 51	 tt1tp5n_3500.wav	 1.076666
14	 52	 tt1tp5f_8500.wav	 1.077312
14	 53	 tt1t3f_7250.wav	 1.979698
14	 54	 tt1t6f_5750.wav	 1.977922
14	 55	 tt1t1f_8250.wav	 2.474811
14	 56	 tt1t6n_750.wav	 1.091667
14	 57	 tt1tp5n_3500.wav	 1.105631
14	 58	 tt1t25n_2500.wav	 1.775973
14	 59	 tt1t6f_5750.wav	 1.830611
14	 60	 tt1t2f_7750.wav	 1.959763
14	 61	 tt1t3f_7250.wav	 2.256495
14	 62	 tt1t1f_8250.wav	 2.051903
14	 63	 tt1t6n_750.wav	 1.074113
14	 64	 tt1t25f_7500.wav	 1.768571
14	 65	 tt1t15n_3000.wav	 1.193271
14	 66	 tt1t3n_2250.wav	 1.173127
14	 67	 tt1t15f_8000.wav	 1.762897
14	 68	 tt1t2n_2750.wav	 1.566604
14	 69	 tt1t1n_3250.wav	 1.199632
14	 70	 tt1tp5f_8500.wav	 1.334033
14	 71	 tt1tp5f_8500.wav	 1.180509
14	 72	 tt1tp5n_3500.wav	 1.076979
14	 73	 tt1t1f_8250.wav	 1.536892
14	 74	 tt1t25f_7500.wav	 1.556348
14	 75	 tt1t1n_3250.wav	 1.106522
14	 76	 tt1t2f_7750.wav	 1.758393
14	 77	 tt1t15f_8000.wav	 1.673769
14	 78	 tt1t2n_2750.wav	 1.503813
14	 79	 tt1t6f_5750.wav	 1.707884
14	 80	 tt1t15n_3000.wav	 1.404590
14	 81	 tt1t3f_7250.wav	 1.254192
14	 82	 tt1t6n_750.wav	 1.166741
14	 83	 tt1t25n_2500.wav	 1.479856
14	 84	 tt1t3n_2250.wav	 1.878674
14	 85	 tt1t25n_2500.wav	 1.815883
14	 86	 tt1t15f_8000.wav	 2.451689
14	 87	 tt1tp5f_8500.wav	 1.954282
14	 88	 tt1t3f_7250.wav	 2.360852
14	 89	 tt1t2n_2750.wav	 1.612663
14	 90	 tt1t3n_2250.wav	 1.509358
14	 91	 tt1tp5n_3500.wav	 1.040520
14	 92	 tt1t6n_750.wav	 1.121040
14	 93	 tt1t6f_5750.wav	 1.825180
14	 94	 tt1t25f_7500.wav	 1.636920
14	 95	 tt1t15n_3000.wav	 1.119951
14	 96	 tt1t2f_7750.wav	 1.179361
14	 97	 tt1t1f_8250.wav	 1.558510
14	 98	 tt1t1n_3250.wav	 1.063363
14	 99	 tt1t1f_8250.wav	 1.570614
14	 100	 tt1t1n_3250.wav	 1.070011
14	 101	 tt1t6f_5750.wav	 1.617370
14	 102	 tt1t2f_7750.wav	 1.372670
14	 103	 tt1t3n_2250.wav	 1.520041
14	 104	 tt1t6n_750.wav	 1.630074
14	 105	 tt1tp5n_3500.wav	 0.812555
14	 106	 tt1t15f_8000.wav	 1.213049
14	 107	 tt1t3f_7250.wav	 1.178924
14	 108	 tt1t25f_7500.wav	 1.216965
14	 109	 tt1t25n_2500.wav	 1.692503
14	 110	 tt1tp5f_8500.wav	 1.551696
14	 111	 tt1t2n_2750.wav	 1.843080
14	 112	 tt1t15n_3000.wav	 1.787917
14	 113	 tt1t2f_7750.wav	 2.095363
14	 114	 tt1t15f_8000.wav	 1.810909
14	 115	 tt1tp5n_3500.wav	 1.043879
14	 116	 tt1t15n_3000.wav	 1.321795
14	 117	 tt1t25n_2500.wav	 1.324949
14	 118	 tt1t25f_7500.wav	 1.269697
14	 119	 tt1t6f_5750.wav	 1.334345
14	 120	 tt1t1n_3250.wav	 1.087060
14	 121	 tt1t1f_8250.wav	 1.396921
14	 122	 tt1tp5f_8500.wav	 1.227125
14	 123	 tt1t3f_7250.wav	 1.443689
14	 124	 tt1t2n_2750.wav	 1.345671
14	 125	 tt1t6n_750.wav	 1.074331
14	 126	 tt1t3n_2250.wav	 1.184242
14	 127	 tt1t3n_2250.wav	 1.257295
14	 128	 tt1t1f_8250.wav	 1.127392
14	 129	 tt1t15f_8000.wav	 1.154671
14	 130	 tt1tp5f_8500.wav	 1.363273
14	 131	 tt1t3f_7250.wav	 1.267919
14	 132	 tt1t6n_750.wav	 1.111309
14	 133	 tt1t2f_7750.wav	 1.626487
14	 134	 tt1t2n_2750.wav	 1.523212
14	 135	 tt1t25f_7500.wav	 1.790752
14	 136	 tt1t6f_5750.wav	 1.844893
14	 137	 tt1t15n_3000.wav	 1.485671
14	 138	 tt1t25n_2500.wav	 1.321041
14	 139	 tt1t1n_3250.wav	 1.172777
14	 140	 tt1tp5n_3500.wav	 1.069009
