SUBJECT	 TRIAL	 SOUND	 RT
15	 1	 tt1t25n_2500.wav	 1.927036
15	 2	 tt1tp5n_3500.wav	 1.368140
15	 3	 tt1t1n_3250.wav	 1.611708
15	 4	 tt1t6f_5750.wav	 2.170085
15	 5	 tt1t6n_750.wav	 1.632491
15	 6	 tt1t2n_2750.wav	 1.929483
15	 7	 tt1t3n_2250.wav	 1.837064
15	 8	 tt1t15n_3000.wav	 1.763664
15	 9	 tt1t25f_7500.wav	 2.020658
15	 10	 tt1t1f_8250.wav	 1.997700
15	 11	 tt1t3f_7250.wav	 2.494850
15	 12	 tt1t2f_7750.wav	 2.271985
15	 13	 tt1t15f_8000.wav	 2.598410
15	 14	 tt1tp5f_8500.wav	 1.914430
15	 15	 tt1tp5f_8500.wav	 1.718090
15	 16	 tt1t1f_8250.wav	 2.143195
15	 17	 tt1t3f_7250.wav	 2.213764
15	 18	 tt1tp5n_3500.wav	 1.478775
15	 19	 tt1t15f_8000.wav	 1.852848
15	 20	 tt1t6f_5750.wav	 2.720750
15	 21	 tt1t1n_3250.wav	 1.623225
15	 22	 tt1t25n_2500.wav	 1.786815
15	 23	 tt1t6n_750.wav	 1.507746
15	 24	 tt1t15n_3000.wav	 1.743434
15	 25	 tt1t25f_7500.wav	 1.971108
15	 26	 tt1t2f_7750.wav	 1.878692
15	 27	 tt1t3n_2250.wav	 1.610404
15	 28	 tt1t2n_2750.wav	 1.800760
15	 29	 tt1t2f_7750.wav	 1.969848
15	 30	 tt1t25f_7500.wav	 1.818900
15	 31	 tt1tp5f_8500.wav	 1.926678
15	 32	 tt1t15n_3000.wav	 2.583662
15	 33	 tt1t25n_2500.wav	 1.595525
15	 34	 tt1t3n_2250.wav	 1.780465
15	 35	 tt1t6n_750.wav	 1.832255
15	 36	 tt1t2n_2750.wav	 2.043867
15	 37	 tt1t15f_8000.wav	 1.946424
15	 38	 tt1tp5n_3500.wav	 1.571329
15	 39	 tt1t1f_8250.wav	 1.769573
15	 40	 tt1t3f_7250.wav	 1.768020
15	 41	 tt1t6f_5750.wav	 2.417000
15	 42	 tt1t1n_3250.wav	 1.887505
15	 43	 tt1t15f_8000.wav	 1.912676
15	 44	 tt1t2f_7750.wav	 2.039161
15	 45	 tt1t3n_2250.wav	 2.032046
15	 46	 tt1t25f_7500.wav	 2.126531
15	 47	 tt1t15n_3000.wav	 1.751567
15	 48	 tt1t25n_2500.wav	 1.928619
15	 49	 tt1t2n_2750.wav	 1.852212
15	 50	 tt1t1n_3250.wav	 1.578528
15	 51	 tt1tp5n_3500.wav	 1.099602
15	 52	 tt1tp5f_8500.wav	 1.676317
15	 53	 tt1t3f_7250.wav	 2.365002
15	 54	 tt1t6f_5750.wav	 2.363552
15	 55	 tt1t1f_8250.wav	 1.866097
15	 56	 tt1t6n_750.wav	 1.411001
15	 57	 tt1tp5n_3500.wav	 1.121305
15	 58	 tt1t25n_2500.wav	 1.252754
15	 59	 tt1t6f_5750.wav	 1.936033
15	 60	 tt1t2f_7750.wav	 2.150346
15	 61	 tt1t3f_7250.wav	 2.770072
15	 62	 tt1t1f_8250.wav	 1.867503
15	 63	 tt1t6n_750.wav	 1.487218
15	 64	 tt1t25f_7500.wav	 1.909303
15	 65	 tt1t15n_3000.wav	 1.761072
15	 66	 tt1t3n_2250.wav	 1.449918
15	 67	 tt1t15f_8000.wav	 1.845615
15	 68	 tt1t2n_2750.wav	 1.614609
15	 69	 tt1t1n_3250.wav	 1.133053
15	 70	 tt1tp5f_8500.wav	 1.968341
15	 71	 tt1tp5f_8500.wav	 1.513356
15	 72	 tt1tp5n_3500.wav	 1.413105
15	 73	 tt1t1f_8250.wav	 1.445966
15	 74	 tt1t25f_7500.wav	 1.582827
15	 75	 tt1t1n_3250.wav	 1.090442
15	 76	 tt1t2f_7750.wav	 1.869841
15	 77	 tt1t15f_8000.wav	 1.708181
15	 78	 tt1t2n_2750.wav	 1.826391
15	 79	 tt1t6f_5750.wav	 2.347519
15	 80	 tt1t15n_3000.wav	 1.799337
15	 81	 tt1t3f_7250.wav	 1.960373
15	 82	 tt1t6n_750.wav	 1.390569
15	 83	 tt1t25n_2500.wav	 1.458122
15	 84	 tt1t3n_2250.wav	 1.453534
15	 85	 tt1t25n_2500.wav	 2.030556
15	 86	 tt1t15f_8000.wav	 2.436905
15	 87	 tt1tp5f_8500.wav	 1.931493
15	 88	 tt1t3f_7250.wav	 2.172556
15	 89	 tt1t2n_2750.wav	 2.010935
15	 90	 tt1t3n_2250.wav	 2.126530
15	 91	 tt1tp5n_3500.wav	 1.204935
15	 92	 tt1t6n_750.wav	 1.714958
15	 93	 tt1t6f_5750.wav	 2.067919
15	 94	 tt1t25f_7500.wav	 2.239739
15	 95	 tt1t15n_3000.wav	 1.624989
15	 96	 tt1t2f_7750.wav	 2.047094
15	 97	 tt1t1f_8250.wav	 2.088324
15	 98	 tt1t1n_3250.wav	 1.489323
15	 99	 tt1t1f_8250.wav	 1.391497
15	 100	 tt1t1n_3250.wav	 1.653541
15	 101	 tt1t6f_5750.wav	 2.027939
15	 102	 tt1t2f_7750.wav	 2.589132
15	 103	 tt1t3n_2250.wav	 2.296987
15	 104	 tt1t6n_750.wav	 1.812711
15	 105	 tt1tp5n_3500.wav	 1.299069
15	 106	 tt1t15f_8000.wav	 2.099950
15	 107	 tt1t3f_7250.wav	 1.997039
15	 108	 tt1t25f_7500.wav	 2.552748
15	 109	 tt1t25n_2500.wav	 1.772895
15	 110	 tt1tp5f_8500.wav	 2.219028
15	 111	 tt1t2n_2750.wav	 2.158622
15	 112	 tt1t15n_3000.wav	 1.547199
15	 113	 tt1t2f_7750.wav	 2.251315
15	 114	 tt1t15f_8000.wav	 2.228771
15	 115	 tt1tp5n_3500.wav	 1.328401
15	 116	 tt1t15n_3000.wav	 1.262499
15	 117	 tt1t25n_2500.wav	 1.540578
15	 118	 tt1t25f_7500.wav	 1.882930
15	 119	 tt1t6f_5750.wav	 2.310429
15	 120	 tt1t1n_3250.wav	 1.861121
15	 121	 tt1t1f_8250.wav	 1.654055
15	 122	 tt1tp5f_8500.wav	 2.129812
15	 123	 tt1t3f_7250.wav	 1.864270
15	 124	 tt1t2n_2750.wav	 1.745243
15	 125	 tt1t6n_750.wav	 1.359695
15	 126	 tt1t3n_2250.wav	 1.699242
15	 127	 tt1t3n_2250.wav	 1.857561
15	 128	 tt1t1f_8250.wav	 1.671807
15	 129	 tt1t15f_8000.wav	 1.966236
15	 130	 tt1tp5f_8500.wav	 1.913911
15	 131	 tt1t3f_7250.wav	 1.477677
15	 132	 tt1t6n_750.wav	 1.531872
15	 133	 tt1t2f_7750.wav	 1.895449
15	 134	 tt1t2n_2750.wav	 1.557835
15	 135	 tt1t25f_7500.wav	 1.956113
15	 136	 tt1t6f_5750.wav	 2.439885
15	 137	 tt1t15n_3000.wav	 1.979605
15	 138	 tt1t25n_2500.wav	 2.159356
15	 139	 tt1t1n_3250.wav	 2.000298
15	 140	 tt1tp5n_3500.wav	 1.561559
