SUBJECT	 TRIAL	 SOUND	 RT
20	 1	 tt1t25n_2500.wav	 2.230987
20	 2	 tt1tp5n_3500.wav	 1.642998
20	 3	 tt1t1n_3250.wav	 2.169194
20	 4	 tt1t6f_5750.wav	 3.082471
20	 5	 tt1t6n_750.wav	 1.918573
20	 6	 tt1t2n_2750.wav	 2.284906
20	 7	 tt1t3n_2250.wav	 2.555583
20	 8	 tt1t15n_3000.wav	 1.583308
20	 9	 tt1t25f_7500.wav	 2.941608
20	 10	 tt1t1f_8250.wav	 2.300409
20	 11	 tt1t3f_7250.wav	 4.019017
20	 12	 tt1t2f_7750.wav	 3.492797
20	 13	 tt1t15f_8000.wav	 4.062353
20	 14	 tt1tp5f_8500.wav	 1.389348
20	 15	 tt1tp5f_8500.wav	 1.571650
20	 16	 tt1t1f_8250.wav	 1.583361
20	 17	 tt1t3f_7250.wav	 3.538961
20	 18	 tt1tp5n_3500.wav	 1.063230
20	 19	 tt1t15f_8000.wav	 1.751974
20	 20	 tt1t6f_5750.wav	 4.753112
20	 21	 tt1t1n_3250.wav	 2.029635
20	 22	 tt1t25n_2500.wav	 2.252080
20	 23	 tt1t6n_750.wav	 1.319857
20	 24	 tt1t15n_3000.wav	 1.806112
20	 25	 tt1t25f_7500.wav	 4.116474
20	 26	 tt1t2f_7750.wav	 5.032919
20	 27	 tt1t3n_2250.wav	 2.674842
20	 28	 tt1t2n_2750.wav	 2.057324
20	 29	 tt1t2f_7750.wav	 3.258721
20	 30	 tt1t25f_7500.wav	 2.153298
20	 31	 tt1tp5f_8500.wav	 2.517232
20	 32	 tt1t15n_3000.wav	 1.742369
20	 33	 tt1t25n_2500.wav	 2.316635
20	 34	 tt1t3n_2250.wav	 2.360535
20	 35	 tt1t6n_750.wav	 2.009792
20	 36	 tt1t2n_2750.wav	 2.357638
20	 37	 tt1t15f_8000.wav	 2.337408
20	 38	 tt1tp5n_3500.wav	 1.503909
20	 39	 tt1t1f_8250.wav	 2.504657
20	 40	 tt1t3f_7250.wav	 3.564435
20	 41	 tt1t6f_5750.wav	 3.574048
20	 42	 tt1t1n_3250.wav	 2.375740
20	 43	 tt1t15f_8000.wav	 3.611565
20	 44	 tt1t2f_7750.wav	 3.693092
20	 45	 tt1t3n_2250.wav	 2.969484
20	 46	 tt1t25f_7500.wav	 2.909530
20	 47	 tt1t15n_3000.wav	 1.801538
20	 48	 tt1t25n_2500.wav	 2.879844
20	 49	 tt1t2n_2750.wav	 1.942474
20	 50	 tt1t1n_3250.wav	 1.335470
20	 51	 tt1tp5n_3500.wav	 1.190158
20	 52	 tt1tp5f_8500.wav	 1.297099
20	 53	 tt1t3f_7250.wav	 1.162097
20	 54	 tt1t6f_5750.wav	 3.434723
20	 55	 tt1t1f_8250.wav	 3.801671
20	 56	 tt1t6n_750.wav	 1.843296
20	 57	 tt1tp5n_3500.wav	 1.239041
20	 58	 tt1t25n_2500.wav	 2.023749
20	 59	 tt1t6f_5750.wav	 4.379362
20	 60	 tt1t2f_7750.wav	 2.176046
20	 61	 tt1t3f_7250.wav	 2.758493
20	 62	 tt1t1f_8250.wav	 3.482435
20	 63	 tt1t6n_750.wav	 2.203849
20	 64	 tt1t25f_7500.wav	 3.559734
20	 65	 tt1t15n_3000.wav	 1.747858
20	 66	 tt1t3n_2250.wav	 2.740955
20	 67	 tt1t15f_8000.wav	 2.790248
20	 68	 tt1t2n_2750.wav	 1.618159
20	 69	 tt1t1n_3250.wav	 1.328427
20	 70	 tt1tp5f_8500.wav	 1.198581
20	 71	 tt1tp5f_8500.wav	 1.303467
20	 72	 tt1tp5n_3500.wav	 1.200227
20	 73	 tt1t1f_8250.wav	 2.075693
20	 74	 tt1t25f_7500.wav	 3.407467
20	 75	 tt1t1n_3250.wav	 1.432945
20	 76	 tt1t2f_7750.wav	 2.711114
20	 77	 tt1t15f_8000.wav	 2.277663
20	 78	 tt1t2n_2750.wav	 2.998976
20	 79	 tt1t6f_5750.wav	 4.693524
20	 80	 tt1t15n_3000.wav	 1.460827
20	 81	 tt1t3f_7250.wav	 2.349815
20	 82	 tt1t6n_750.wav	 1.180229
20	 83	 tt1t25n_2500.wav	 1.469072
20	 84	 tt1t3n_2250.wav	 1.557798
20	 85	 tt1t25n_2500.wav	 2.044024
20	 86	 tt1t15f_8000.wav	 4.186479
20	 87	 tt1tp5f_8500.wav	 1.393437
20	 88	 tt1t3f_7250.wav	 2.423621
20	 89	 tt1t2n_2750.wav	 1.584797
20	 90	 tt1t3n_2250.wav	 1.593607
20	 91	 tt1tp5n_3500.wav	 1.130651
20	 92	 tt1t6n_750.wav	 1.219471
20	 93	 tt1t6f_5750.wav	 4.345651
20	 94	 tt1t25f_7500.wav	 2.246026
20	 95	 tt1t15n_3000.wav	 1.396448
20	 96	 tt1t2f_7750.wav	 3.474511
20	 97	 tt1t1f_8250.wav	 2.622726
20	 98	 tt1t1n_3250.wav	 1.640266
20	 99	 tt1t1f_8250.wav	 3.091522
20	 100	 tt1t1n_3250.wav	 1.730238
20	 101	 tt1t6f_5750.wav	 3.357828
20	 102	 tt1t2f_7750.wav	 4.615348
20	 103	 tt1t3n_2250.wav	 2.934467
20	 104	 tt1t6n_750.wav	 2.263777
20	 105	 tt1tp5n_3500.wav	 1.400944
20	 106	 tt1t15f_8000.wav	 2.660515
