SUBJECT	 TRIAL	 SOUND	 RT
19	 1	 tt1t25n_2500.wav	 0.762395
19	 2	 tt1tp5n_3500.wav	 0.328546
19	 3	 tt1t1n_3250.wav	 0.473292
19	 4	 tt1t6f_5750.wav	 1.247045
19	 5	 tt1t6n_750.wav	 0.535885
19	 6	 tt1t2n_2750.wav	 0.381889
19	 7	 tt1t3n_2250.wav	 0.307822
19	 8	 tt1t15n_3000.wav	 0.278779
19	 9	 tt1t25f_7500.wav	 0.420651
19	 10	 tt1t1f_8250.wav	 0.226500
19	 11	 tt1t3f_7250.wav	 0.334322
19	 12	 tt1t2f_7750.wav	 0.358300
19	 13	 tt1t15f_8000.wav	 0.273589
19	 14	 tt1tp5f_8500.wav	 0.236710
19	 15	 tt1tp5f_8500.wav	 0.199875
19	 16	 tt1t1f_8250.wav	 0.259106
19	 17	 tt1t3f_7250.wav	 0.619499
19	 18	 tt1tp5n_3500.wav	 0.548191
19	 19	 tt1t15f_8000.wav	 0.466186
19	 20	 tt1t6f_5750.wav	 1.015982
19	 21	 tt1t1n_3250.wav	 0.424849
19	 22	 tt1t25n_2500.wav	 0.275873
19	 23	 tt1t6n_750.wav	 0.383141
19	 24	 tt1t15n_3000.wav	 0.370495
19	 25	 tt1t25f_7500.wav	 0.525655
19	 26	 tt1t2f_7750.wav	 0.371650
19	 27	 tt1t3n_2250.wav	 0.230715
19	 28	 tt1t2n_2750.wav	 0.329965
19	 29	 tt1t2f_7750.wav	 0.567836
19	 30	 tt1t25f_7500.wav	 0.507305
19	 31	 tt1tp5f_8500.wav	 0.366452
19	 32	 tt1t15n_3000.wav	 0.318935
19	 33	 tt1t25n_2500.wav	 0.314150
19	 34	 tt1t3n_2250.wav	 0.269345
19	 35	 tt1t6n_750.wav	 0.291236
19	 36	 tt1t2n_2750.wav	 0.259986
19	 37	 tt1t15f_8000.wav	 0.356349
19	 38	 tt1tp5n_3500.wav	 0.256144
19	 39	 tt1t1f_8250.wav	 0.213543
19	 40	 tt1t3f_7250.wav	 0.259367
19	 41	 tt1t6f_5750.wav	 0.937314
19	 42	 tt1t1n_3250.wav	 0.417811
19	 43	 tt1t15f_8000.wav	 0.538468
19	 44	 tt1t2f_7750.wav	 0.672473
19	 45	 tt1t3n_2250.wav	 0.491601
19	 46	 tt1t25f_7500.wav	 0.742677
19	 47	 tt1t15n_3000.wav	 0.404833
19	 48	 tt1t25n_2500.wav	 0.621181
19	 49	 tt1t2n_2750.wav	 0.413675
19	 50	 tt1t1n_3250.wav	 0.617002
19	 51	 tt1tp5n_3500.wav	 0.582896
19	 52	 tt1tp5f_8500.wav	 0.527457
19	 53	 tt1t3f_7250.wav	 0.626825
19	 54	 tt1t6f_5750.wav	 4.918096
19	 55	 tt1t1f_8250.wav	 0.605391
19	 56	 tt1t6n_750.wav	 0.717862
19	 57	 tt1tp5n_3500.wav	 0.475854
19	 58	 tt1t25n_2500.wav	 0.540514
19	 59	 tt1t6f_5750.wav	 2.978239
19	 60	 tt1t2f_7750.wav	 0.806117
19	 61	 tt1t3f_7250.wav	 0.729550
19	 62	 tt1t1f_8250.wav	 0.652853
19	 63	 tt1t6n_750.wav	 0.408033
19	 64	 tt1t25f_7500.wav	 0.560467
19	 65	 tt1t15n_3000.wav	 0.507779
19	 66	 tt1t3n_2250.wav	 0.633465
19	 67	 tt1t15f_8000.wav	 0.615283
19	 68	 tt1t2n_2750.wav	 0.597271
19	 69	 tt1t1n_3250.wav	 0.520455
19	 70	 tt1tp5f_8500.wav	 0.374298
19	 71	 tt1tp5f_8500.wav	 0.393451
19	 72	 tt1tp5n_3500.wav	 0.415156
19	 73	 tt1t1f_8250.wav	 0.386347
19	 74	 tt1t25f_7500.wav	 0.906780
19	 75	 tt1t1n_3250.wav	 0.550122
19	 76	 tt1t2f_7750.wav	 0.646556
19	 77	 tt1t15f_8000.wav	 0.551212
19	 78	 tt1t2n_2750.wav	 0.458225
19	 79	 tt1t6f_5750.wav	 2.533489
19	 80	 tt1t15n_3000.wav	 0.828038
19	 81	 tt1t3f_7250.wav	 0.764548
19	 82	 tt1t6n_750.wav	 0.690589
19	 83	 tt1t25n_2500.wav	 0.528307
19	 84	 tt1t3n_2250.wav	 0.523432
19	 85	 tt1t25n_2500.wav	 0.446516
19	 86	 tt1t15f_8000.wav	 0.548441
19	 87	 tt1tp5f_8500.wav	 0.428921
19	 88	 tt1t3f_7250.wav	 0.848113
19	 89	 tt1t2n_2750.wav	 0.493959
19	 90	 tt1t3n_2250.wav	 0.462373
19	 91	 tt1tp5n_3500.wav	 0.622930
19	 92	 tt1t6n_750.wav	 0.551489
19	 93	 tt1t6f_5750.wav	 3.421217
19	 94	 tt1t25f_7500.wav	 0.715931
19	 95	 tt1t15n_3000.wav	 0.471138
19	 96	 tt1t2f_7750.wav	 0.591659
19	 97	 tt1t1f_8250.wav	 0.488357
19	 98	 tt1t1n_3250.wav	 0.451474
19	 99	 tt1t1f_8250.wav	 0.542436
19	 100	 tt1t1n_3250.wav	 0.345397
19	 101	 tt1t6f_5750.wav	 2.682423
19	 102	 tt1t2f_7750.wav	 0.645746
19	 103	 tt1t3n_2250.wav	 0.470389
19	 104	 tt1t6n_750.wav	 0.396118
19	 105	 tt1tp5n_3500.wav	 0.335136
19	 106	 tt1t15f_8000.wav	 1.179493
19	 107	 tt1t3f_7250.wav	 1.210926
19	 108	 tt1t25f_7500.wav	 0.662880
19	 109	 tt1t25n_2500.wav	 0.513562
19	 110	 tt1tp5f_8500.wav	 0.455227
19	 111	 tt1t2n_2750.wav	 0.635125
19	 112	 tt1t15n_3000.wav	 0.525516
19	 113	 tt1t2f_7750.wav	 0.683305
19	 114	 tt1t15f_8000.wav	 0.545233
19	 115	 tt1tp5n_3500.wav	 0.428194
19	 116	 tt1t15n_3000.wav	 0.599352
19	 117	 tt1t25n_2500.wav	 0.458470
19	 118	 tt1t25f_7500.wav	 1.093572
19	 119	 tt1t6f_5750.wav	 2.302248
19	 120	 tt1t1n_3250.wav	 0.639115
19	 121	 tt1t1f_8250.wav	 0.687683
19	 122	 tt1tp5f_8500.wav	 0.475076
19	 123	 tt1t3f_7250.wav	 1.070235
19	 124	 tt1t2n_2750.wav	 0.484232
19	 125	 tt1t6n_750.wav	 0.505941
19	 126	 tt1t3n_2250.wav	 0.549237
19	 127	 tt1t3n_2250.wav	 0.573466
19	 128	 tt1t1f_8250.wav	 0.664531
19	 129	 tt1t15f_8000.wav	 0.539696
19	 130	 tt1tp5f_8500.wav	 0.457631
19	 131	 tt1t3f_7250.wav	 1.100650
19	 132	 tt1t6n_750.wav	 0.474850
19	 133	 tt1t2f_7750.wav	 0.952512
19	 134	 tt1t2n_2750.wav	 0.494427
19	 135	 tt1t25f_7500.wav	 1.180210
19	 136	 tt1t6f_5750.wav	 2.578185
19	 137	 tt1t15n_3000.wav	 0.648629
19	 138	 tt1t25n_2500.wav	 0.499858
19	 139	 tt1t1n_3250.wav	 0.550475
19	 140	 tt1tp5n_3500.wav	 0.468630
