SUBJECT	 TRIAL	 SOUND	 RT
17	 1	 tt1t25n_2500.wav	 0.530868
17	 2	 tt1tp5n_3500.wav	 0.320828
17	 3	 tt1t1n_3250.wav	 0.209049
17	 4	 tt1t6f_5750.wav	 1.030966
17	 5	 tt1t6n_750.wav	 1.042371
17	 6	 tt1t2n_2750.wav	 1.115080
17	 7	 tt1t3n_2250.wav	 1.043771
17	 8	 tt1t15n_3000.wav	 0.625700
17	 9	 tt1t25f_7500.wav	 2.303590
17	 10	 tt1t1f_8250.wav	 1.664695
17	 11	 tt1t3f_7250.wav	 2.124175
17	 12	 tt1t2f_7750.wav	 1.087859
17	 13	 tt1t15f_8000.wav	 1.293874
17	 14	 tt1tp5f_8500.wav	 1.236018
17	 15	 tt1tp5f_8500.wav	 0.671640
17	 16	 tt1t1f_8250.wav	 1.034970
17	 17	 tt1t3f_7250.wav	 1.992782
17	 18	 tt1tp5n_3500.wav	 0.876665
17	 19	 tt1t15f_8000.wav	 1.957595
17	 20	 tt1t6f_5750.wav	 2.606472
17	 21	 tt1t1n_3250.wav	 0.746871
17	 22	 tt1t25n_2500.wav	 0.691028
17	 23	 tt1t6n_750.wav	 0.651625
17	 24	 tt1t15n_3000.wav	 0.790919
17	 25	 tt1t25f_7500.wav	 2.394158
17	 26	 tt1t2f_7750.wav	 1.070011
17	 27	 tt1t3n_2250.wav	 1.964013
17	 28	 tt1t2n_2750.wav	 1.402561
17	 29	 tt1t2f_7750.wav	 3.107237
17	 30	 tt1t25f_7500.wav	 2.849785
17	 31	 tt1tp5f_8500.wav	 1.283230
17	 32	 tt1t15n_3000.wav	 0.766722
17	 33	 tt1t25n_2500.wav	 0.895264
17	 34	 tt1t3n_2250.wav	 1.280315
17	 35	 tt1t6n_750.wav	 0.574104
17	 36	 tt1t2n_2750.wav	 0.667939
17	 37	 tt1t15f_8000.wav	 2.159243
17	 38	 tt1tp5n_3500.wav	 0.506932
17	 39	 tt1t1f_8250.wav	 2.694476
17	 40	 tt1t3f_7250.wav	 2.242367
17	 41	 tt1t6f_5750.wav	 2.486110
17	 42	 tt1t1n_3250.wav	 0.543298
17	 43	 tt1t15f_8000.wav	 0.826513
17	 44	 tt1t2f_7750.wav	 2.187268
17	 45	 tt1t3n_2250.wav	 1.078910
17	 46	 tt1t25f_7500.wav	 2.602313
17	 47	 tt1t15n_3000.wav	 1.128834
17	 48	 tt1t25n_2500.wav	 0.622898
17	 49	 tt1t2n_2750.wav	 1.039842
17	 50	 tt1t1n_3250.wav	 0.776012
17	 51	 tt1tp5n_3500.wav	 0.163384
17	 52	 tt1tp5f_8500.wav	 1.230222
17	 53	 tt1t3f_7250.wav	 3.316561
17	 54	 tt1t6f_5750.wav	 2.720738
17	 55	 tt1t1f_8250.wav	 2.481817
17	 56	 tt1t6n_750.wav	 1.115022
17	 57	 tt1tp5n_3500.wav	 0.497082
17	 58	 tt1t25n_2500.wav	 1.415055
17	 59	 tt1t6f_5750.wav	 2.370386
17	 60	 tt1t2f_7750.wav	 1.427598
17	 61	 tt1t3f_7250.wav	 1.718980
17	 62	 tt1t1f_8250.wav	 1.167698
17	 63	 tt1t6n_750.wav	 0.648715
17	 64	 tt1t25f_7500.wav	 1.611889
17	 65	 tt1t15n_3000.wav	 0.884746
17	 66	 tt1t3n_2250.wav	 1.015973
17	 67	 tt1t15f_8000.wav	 1.075217
17	 68	 tt1t2n_2750.wav	 1.350575
17	 69	 tt1t1n_3250.wav	 0.663387
17	 70	 tt1tp5f_8500.wav	 1.010571
17	 71	 tt1tp5f_8500.wav	 0.669987
17	 72	 tt1tp5n_3500.wav	 0.475797
17	 73	 tt1t1f_8250.wav	 1.668042
17	 74	 tt1t25f_7500.wav	 1.082410
17	 75	 tt1t1n_3250.wav	 0.488401
17	 76	 tt1t2f_7750.wav	 0.478201
17	 77	 tt1t15f_8000.wav	 1.148070
17	 78	 tt1t2n_2750.wav	 0.821101
17	 79	 tt1t6f_5750.wav	 1.954890
17	 80	 tt1t15n_3000.wav	 0.435750
17	 81	 tt1t3f_7250.wav	 1.828326
17	 82	 tt1t6n_750.wav	 0.853336
17	 83	 tt1t25n_2500.wav	 1.021817
17	 84	 tt1t3n_2250.wav	 0.923813
17	 85	 tt1t25n_2500.wav	 0.676450
17	 86	 tt1t15f_8000.wav	 0.818284
17	 87	 tt1tp5f_8500.wav	 0.984125
17	 88	 tt1t3f_7250.wav	 0.619265
17	 89	 tt1t2n_2750.wav	 0.755963
17	 90	 tt1t3n_2250.wav	 0.916424
17	 91	 tt1tp5n_3500.wav	 0.490427
17	 92	 tt1t6n_750.wav	 0.306872
17	 93	 tt1t6f_5750.wav	 2.035569
17	 94	 tt1t25f_7500.wav	 0.860427
17	 95	 tt1t15n_3000.wav	 0.957120
17	 96	 tt1t2f_7750.wav	 1.240387
17	 97	 tt1t1f_8250.wav	 1.097103
17	 98	 tt1t1n_3250.wav	 0.988349
17	 99	 tt1t1f_8250.wav	 1.160022
17	 100	 tt1t1n_3250.wav	 0.749793
17	 101	 tt1t6f_5750.wav	 1.113052
17	 102	 tt1t2f_7750.wav	 0.801507
17	 103	 tt1t3n_2250.wav	 1.210273
17	 104	 tt1t6n_750.wav	 0.440244
17	 105	 tt1tp5n_3500.wav	 0.307372
17	 106	 tt1t15f_8000.wav	 1.758412
17	 107	 tt1t3f_7250.wav	 1.908884
17	 108	 tt1t25f_7500.wav	 2.152573
17	 109	 tt1t25n_2500.wav	 1.046945
17	 110	 tt1tp5f_8500.wav	 0.759860
17	 111	 tt1t2n_2750.wav	 0.800117
17	 112	 tt1t15n_3000.wav	 0.652253
17	 113	 tt1t2f_7750.wav	 2.148751
17	 114	 tt1t15f_8000.wav	 1.141721
17	 115	 tt1tp5n_3500.wav	 0.745068
17	 116	 tt1t15n_3000.wav	 1.836664
17	 117	 tt1t25n_2500.wav	 1.843255
17	 118	 tt1t25f_7500.wav	 1.094777
17	 119	 tt1t6f_5750.wav	 0.722252
17	 120	 tt1t1n_3250.wav	 0.437273
17	 121	 tt1t1f_8250.wav	 2.122941
17	 122	 tt1tp5f_8500.wav	 1.070484
17	 123	 tt1t3f_7250.wav	 1.455373
17	 124	 tt1t2n_2750.wav	 0.562850
17	 125	 tt1t6n_750.wav	 0.613893
17	 126	 tt1t3n_2250.wav	 2.009110
17	 127	 tt1t3n_2250.wav	 0.253143
17	 128	 tt1t1f_8250.wav	 1.058913
17	 129	 tt1t15f_8000.wav	 1.190552
17	 130	 tt1tp5f_8500.wav	 1.030988
17	 131	 tt1t3f_7250.wav	 1.658075
17	 132	 tt1t6n_750.wav	 0.482983
17	 133	 tt1t2f_7750.wav	 2.408855
17	 134	 tt1t2n_2750.wav	 0.562044
17	 135	 tt1t25f_7500.wav	 1.047980
17	 136	 tt1t6f_5750.wav	 3.325889
17	 137	 tt1t15n_3000.wav	 0.388782
17	 138	 tt1t25n_2500.wav	 0.453335
17	 139	 tt1t1n_3250.wav	 0.600510
17	 140	 tt1tp5n_3500.wav	 0.363649
